repository,issue_number,issue_state,issue_title,issue_created_at,issue_closed_at,issue_author,issue_comments
introlab/rtabmap,1657,closed,How are the visual sensor and IMU respectively utilized for localization during the mapping process in this command?,2026-02-26T05:43:58Z,2026-03-01T18:37:02Z,ScottishOwl,1
introlab/rtabmap,1654,closed,rotational offset/bias for multi-rgbd-inertial-dataset (MRID),2026-02-14T21:05:58Z,2026-03-17T07:09:31Z,xonobo,5
introlab/rtabmap,1652,open,OptimizerG2O::optimizeBA(): should we track edge outliers instead of 3D point outliers?,2026-02-07T20:11:18Z,,matlabbe,0
introlab/rtabmap,1651,closed,0.23.4 - Potential regression with poisson mesh reconstruction?,2026-02-05T04:27:36Z,2026-02-10T03:24:35Z,antoinemacia,4
introlab/rtabmap,1650,open,How to provide external odometry to RTAB-Map,2026-02-02T15:49:45Z,,hamzaceme,5
introlab/rtabmap,1649,open,Loop Closure Optimizer Bug,2026-01-29T18:20:52Z,,kameel2311,2
introlab/rtabmap,1648,open,The BA optimization in Odom is not functioning.,2026-01-29T07:39:37Z,,azulejosss,1
introlab/rtabmap,1647,closed,Building RTABMap from Source & Loop Closures are not being Triggered,2026-01-28T13:42:37Z,2026-01-31T23:49:36Z,kameel2311,1
introlab/rtabmap,1642,open,Issues with iOS Project,2026-01-21T21:21:39Z,,adamLevyvw,1
introlab/rtabmap,1641,open,"Each time the.bag packages recorded by the device are converted to db, the number of frames displayed in the log is different, and the differences are quite significant",2026-01-20T08:05:32Z,,327635328,2
introlab/rtabmap,1639,open,Which files should I modify to implement 2D color map generation from RGB-D images?,2026-01-18T16:04:32Z,,ScottishOwl,10
introlab/rtabmap,1638,closed,How to set parameter `map_always_update` to true using ros2 command?,2026-01-16T16:38:28Z,2026-01-18T07:12:09Z,ScottishOwl,2
introlab/rtabmap,1635,closed,Mode switching for mapping and localization,2026-01-12T03:32:02Z,2026-01-29T03:43:01Z,azulejosss,6
introlab/rtabmap,1634,open,Mapping with 2 webcams as a stereo webcam isn't working,2026-01-01T20:19:20Z,,Samisteinbock,1
introlab/rtabmap,1633,closed,Run using offline command line,2025-12-31T01:24:16Z,2026-01-18T19:11:01Z,ChEnYoNgB,10
introlab/rtabmap,1632,open,Graph view not generated with RGB monocular video input (Missing some information),2025-12-23T22:23:33Z,,osamakhamees92-stack,6
introlab/rtabmap,1630,open,Issues with Low Obstacle Persistence and Obstacle Clearing,2025-12-16T09:40:35Z,,kaidegast,1
introlab/rtabmap,1625,closed,Pointcloud export error: poses are empty!,2025-12-01T14:38:29Z,2025-12-02T09:55:16Z,marihstr,2
introlab/rtabmap,1623,closed,Installing on Debian,2025-11-28T13:36:07Z,2025-11-28T14:12:24Z,marihstr,0
introlab/rtabmap,1622,open,How to set the fps of orbbec under ratbmap? It seems that only the width and height of the image can be set？,2025-11-28T08:08:23Z,,mcmingchang,7
introlab/rtabmap,1621,closed,Cannot compile on unix systems without gcc,2025-11-27T23:05:29Z,2025-11-30T01:29:15Z,solonovamax,2
introlab/rtabmap,1617,closed,"Unable to prevent 'High variance detected' map split during reprocessing""",2025-11-17T02:58:00Z,2025-11-24T03:35:39Z,antoinemacia,7
introlab/rtabmap,1611,closed,Odometry error Stereo vs RGBD,2025-11-07T18:12:52Z,2025-11-13T18:02:41Z,sandeepdutta,2
introlab/rtabmap,1609,open,rtabmap with libtorch error,2025-11-01T10:22:46Z,,calmonpray,3
introlab/rtabmap,1608,open,"DbViewer: to compare nodes in Constraints View that are not directly linked, Graph View should be open first, which is not obvious",2025-10-29T03:30:49Z,,matlabbe,0
introlab/rtabmap,1607,closed,Data recording (iOS) - Indoor/Outdoor scan with no data to export,2025-10-28T05:41:00Z,2026-02-05T22:59:20Z,antoinemacia,3
introlab/rtabmap,1606,open,Need Clarification on RTAB-Map settings and their effects,2025-10-27T14:21:03Z,,AyushBharadwaj,1
introlab/rtabmap,1605,closed,Two ZED2i Visual SLAM Map quality,2025-10-27T11:08:14Z,2026-01-04T09:21:59Z,ebrahimabdelghfar,15
introlab/rtabmap,1604,open,Feature Request: Integrate ScanContext for LiDAR-based Loop Closure and Localization in parallel with RGB-D system,2025-10-24T17:39:15Z,,jj7258,0
introlab/rtabmap,1602,closed,Obstacles removed from occupancygrid,2025-10-21T18:53:10Z,2025-12-20T22:50:35Z,sandeepdutta,12
introlab/rtabmap,1600,open,Rtabmap/MemoryThr and /map (occupancy grid),2025-10-18T15:35:51Z,,sandeepdutta,3
introlab/rtabmap,1599,closed,android without arcore performance,2025-10-18T10:22:47Z,2025-10-18T18:25:34Z,smallbraintime,1
introlab/rtabmap,1598,open,Rtabmap+VINS-Fusion+ROS2 Issue,2025-10-16T05:50:28Z,,NID299,2
introlab/rtabmap,1595,closed,Front-end lost track,2025-10-13T08:58:44Z,2025-10-16T05:28:56Z,azulejosss,5
introlab/rtabmap,1594,closed,Missing nodes on re-processing of Data Recorded scan (iOS),2025-10-13T06:16:49Z,2025-10-29T04:09:17Z,antoinemacia,4
introlab/rtabmap,1593,closed,"macOS ""PCL not built with OpenNI!"" with kinect v1",2025-10-12T19:02:42Z,2025-10-13T22:04:38Z,unlucio,4
introlab/rtabmap,1592,open,orbslam3 error with rtab: TcwMat is empty,2025-10-10T02:55:08Z,,xxxy12,0
introlab/rtabmap,1586,open,vcpkg version update,2025-09-27T21:32:13Z,,smallbraintime,1
introlab/rtabmap,1585,closed,RTAB-Map misinterpreting dataset path,2025-09-20T22:56:54Z,2025-09-27T01:37:07Z,sherif0717,2
introlab/rtabmap,1584,closed,Global loop closure when set _maxMemoryAllowed,2025-09-18T01:36:23Z,2025-10-13T08:50:51Z,azulejosss,4
introlab/rtabmap,1582,closed,"How to disable ""snow"" noise in mesh exports",2025-09-16T00:06:59Z,2025-09-21T23:47:58Z,antoinemacia,5
introlab/rtabmap,1581,open,RTAB-MAP GUI IS BLANK,2025-09-15T18:00:07Z,,Himanshu069,5
repository,issue_number,issue_state,issue_title,issue_created_at,issue_closed_at,issue_author,issue_comments
Neargye/magic_enum,452,open,"GCC 13,14,15  magic_enum in lambdas - compilation failed",2026-04-21T07:59:40Z,,fsmoke,0
Neargye/magic_enum,451,open,Iterate over empty enum,2026-04-08T12:22:19Z,,Rayman,0
Neargye/magic_enum,449,closed,It does not work if multiple keys in the enum class have the same value,2026-03-05T23:11:57Z,2026-03-05T23:16:51Z,by408,1
Neargye/magic_enum,447,open,Add public is_flags type trait,2026-02-20T10:26:20Z,,jannejy,0
Neargye/magic_enum,446,closed,Add custom separator symbol for enum_flags_cast from string,2026-02-20T08:12:01Z,2026-02-27T16:46:12Z,jannejy,1
Neargye/magic_enum,444,closed,Compile error occurs in latest code in master branch,2026-02-05T13:02:08Z,2026-02-07T17:21:14Z,TE-9004095894,3
Neargye/magic_enum,441,closed,"When using magic_enum in combination with fmtlib, compilation errors occur with older versions of compilers.",2026-01-20T06:59:16Z,2026-02-06T07:02:16Z,WtDMaO0,2
Neargye/magic_enum,437,open,Clangd21 check failed in magic_enum.hpp,2025-12-03T07:10:35Z,,guankeliang2021-dot,2
Neargye/magic_enum,434,open,using namespace magic_enum::bitwise_operators; is very evil,2025-10-20T16:03:25Z,,oxiKKK,6
Neargye/magic_enum,431,closed,Any new release planned?,2025-10-07T14:20:57Z,2025-10-08T18:29:15Z,andrabullar,1
Neargye/magic_enum,428,closed,Magic Enum Fails to Fully Enumerate Enum Values on MinGW 13,2025-09-05T21:16:21Z,2025-09-05T21:44:08Z,tfinnegan937,6
Neargye/magic_enum,427,closed,Linking fails with multiple compilation units,2025-09-02T23:45:04Z,2025-09-05T15:52:09Z,craigpepper,2
Neargye/magic_enum,425,closed,Link issue on Ubuntu 20.02 with clang-20,2025-09-01T07:23:29Z,2025-09-01T08:10:36Z,DmitriiKuchevskii,2
Neargye/magic_enum,420,open,ROS2 Kilted Sync (2025-07-28) ~ 0.9.7-1 : Fails to resolve is_nothrow_invocable_v in magic_enum::detail,2025-07-29T19:41:36Z,,jacstofberg,11
Neargye/magic_enum,419,open,The binary installation and source code installation paths are different,2025-07-29T02:48:11Z,,Plumezz,4
Neargye/magic_enum,418,closed,Cmake: allow to install even if is a subproject,2025-07-19T17:56:42Z,2025-07-19T18:07:35Z,EddyTheCo,1
Neargye/magic_enum,415,closed,How to comfortably get a c_str?,2025-06-13T07:43:01Z,2025-07-17T09:54:47Z,kaddkaka,10
Neargye/magic_enum,412,closed,Design Question Why is the API function based instead of variable based,2025-06-09T11:36:25Z,2025-06-29T17:08:46Z,ZXShady,3
Neargye/magic_enum,411,closed,C++20 module is not installed via vcpkg,2025-05-12T09:19:32Z,2025-05-12T09:20:22Z,Stevan1996,0
Neargye/magic_enum,410,closed,Fails to cast enum name,2025-05-05T10:29:12Z,2025-05-05T10:33:54Z,Biblehome,3
Neargye/magic_enum,409,closed,Flags with missing value not working as expected,2025-05-04T13:11:49Z,2025-11-21T14:32:25Z,florianbecker,2
Neargye/magic_enum,404,open,Enum values EmptyAndUnknown(512) andUnsupportednot detected inenum_values(),2025-03-21T02:35:18Z,,ggboooy,1
Neargye/magic_enum,402,closed,Feature request: remove prefix from enum name,2025-02-20T18:51:29Z,2025-09-04T14:51:16Z,durka,2
Neargye/magic_enum,400,closed,Missing entries in enum_names and enum_count,2025-02-12T11:49:55Z,2025-02-13T10:47:12Z,psyinf,3
Neargye/magic_enum,397,closed,Using with std::format fails with gcc/libstdc++,2025-01-12T22:02:04Z,2025-11-21T14:35:00Z,MoshiKoi,3
Neargye/magic_enum,396,open,Installing module interafce file,2025-01-07T19:55:06Z,,helynranta,2
Neargye/magic_enum,393,open,std::hash impl for magic_enum::containers::bitset?,2024-12-13T05:09:22Z,,jadebenn,2
Neargye/magic_enum,388,closed,enum_name output for undefined enum values,2024-11-04T10:47:37Z,2024-11-07T17:35:59Z,ivrolan,3
Neargye/magic_enum,386,closed,enum_fuse seems to generate duplicate values,2024-11-02T12:00:59Z,2024-11-13T23:04:45Z,bshm,1
Neargye/magic_enum,384,closed,Runtime Reflection?,2024-10-21T21:49:25Z,2024-11-13T23:42:45Z,stellarpower,2
Neargye/magic_enum,381,closed,please add an ADL version of customize::enum_range<> (code included),2024-10-13T17:17:12Z,2025-06-11T17:03:18Z,lsemprini,9
Neargye/magic_enum,379,closed,Including fmt/ranges.h and magic_enum/magic_enum_format.hpp fails to compile,2024-09-18T14:03:09Z,2025-02-20T08:37:59Z,edelmanjm,7
Neargye/magic_enum,378,open,Working as intended? Named combined bitflags cannot be casted to,2024-09-06T15:38:43Z,,JWCS,8
Neargye/magic_enum,377,closed,Pollutes /usr/local/include install directory with too many headers,2024-09-04T20:53:22Z,2024-10-14T15:08:08Z,JWCS,1
Neargye/magic_enum,373,closed,"Releasing the same Version multiple times changes Hash, breaks VCPKG",2024-08-13T10:47:31Z,2024-08-18T17:48:07Z,anders-wind,7
Neargye/magic_enum,372,closed,Tag v0.9.6 appears to be misplaced,2024-08-12T13:50:44Z,2024-08-13T11:07:51Z,tomzy-0,2
Neargye/magic_enum,371,open,Is magic_enum supported on nvc++?,2024-08-09T20:12:25Z,,Jasonguo9019,4
Neargye/magic_enum,368,open,Question about dead case filling part of calculate_cases function,2024-07-21T08:38:51Z,,duinggulgi,0
Neargye/magic_enum,366,closed,Construct bitset from string_view,2024-07-19T09:52:27Z,2024-07-19T12:52:06Z,asolwa,1
Neargye/magic_enum,362,closed,test_containers.cpp: error: > value computed is not used [-Werror=unused-value],2024-06-27T06:55:01Z,2024-06-28T19:59:34Z,MarkAtBosch,3
Neargye/magic_enum,361,closed,example.cpp does not work unless i customize names,2024-06-19T16:00:06Z,2025-02-26T14:54:50Z,cyrilDamae,1
Neargye/magic_enum,359,closed,Support for C++11,2024-06-05T06:17:37Z,2024-06-08T18:12:45Z,rhvarrier,2
Neargye/magic_enum,357,closed,magic_enum::enum_name Fails on large enums,2024-06-02T07:50:13Z,2024-06-08T18:11:11Z,Antidote,1
Neargye/magic_enum,355,closed,[Feature request] add support for something like std::in_range for eums,2024-05-27T10:23:05Z,2024-06-29T13:51:46Z,stkw0,1
Neargye/magic_enum,353,closed,error: declaration of ‘parent’ shadows a member of ‘magic_enum::containers::bitset<T>::reference_impl<magic_enum::containers::bitset<T>*>’ [-Werror=shadow],2024-05-25T09:13:04Z,2024-05-25T14:30:52Z,alex-tee,2
facontidavide/plotjuggler,1342,open,[BUG]: Sync Zoom when add a new plot,2026-04-21T15:22:31Z,,David-Carballo,0
facontidavide/plotjuggler,1341,open,Inconsistent file open dialog windows,2026-04-20T16:32:04Z,,Bartimaeus-,0
facontidavide/plotjuggler,1336,open,Documentation site?,2026-04-14T04:15:00Z,,Kheirlb,0
facontidavide/plotjuggler,1334,open,[BUG]: UI freezes when starting ROS2 Topic Subscriber in a massive topic environment,2026-04-13T09:17:25Z,,sh-park-rf,0
facontidavide/plotjuggler,1330,closed,problem with ECM during CC charge or discharge,2026-04-03T14:07:29Z,2026-04-04T03:23:13Z,cedros23,1
facontidavide/plotjuggler,1328,closed,[BUG]: Fails to build with Lua 5.5,2026-03-31T14:17:30Z,2026-04-21T22:43:44Z,oysstu,1
facontidavide/plotjuggler,1327,open,[Feature]: Allow specifying full URL for Foxglove and Plotjuggler bridge connections,2026-03-25T21:16:16Z,,kfabian,0
facontidavide/plotjuggler,1326,closed,[BUG]: Fields with colons interpreted as time and displayed as integer,2026-03-25T09:52:39Z,2026-04-16T09:47:38Z,maracuya-robotics,0
facontidavide/plotjuggler,1321,open,[Feature]: More flexibility when editing/filtering curves,2026-03-12T16:24:20Z,,Quick-Flash,0
facontidavide/plotjuggler,1315,open,[BUG]: Segmentation Fault causing crash while subscribing to AMCL Particle Markers,2026-03-09T06:51:00Z,,Pana1v,0
facontidavide/plotjuggler,1312,closed,[BUG]: New lua version breaks quat_to_yaw and quat_to_roll,2026-03-02T15:16:11Z,2026-04-21T22:43:45Z,TonyWelte,0
facontidavide/plotjuggler,1307,closed,[BUG]: Plot of CSV doesn't work if the first element of a column is written in scientific notation,2026-02-27T07:28:19Z,2026-03-01T20:56:45Z,SMorettini,1
facontidavide/plotjuggler,1291,closed,[BUG]: ... Time starts at 01:00:00.0 when applying an offset,2026-02-13T16:26:32Z,2026-04-16T09:47:39Z,joaobrittoneto,1
facontidavide/plotjuggler,1288,open,[Feature]: Duplicate tab,2026-02-12T17:22:59Z,,mcamurri,0
facontidavide/plotjuggler,1286,open,"[Feature]: State transition for any field like string, int or bool",2026-02-10T19:02:09Z,,SwarajZende0310,1
facontidavide/plotjuggler,1283,open,Snap version does not have ROS-O toolkit,2026-02-05T09:45:08Z,,Alex2099v1,3
facontidavide/plotjuggler,1279,closed,[BUG]: Values of string fields fail to display in timeseries list if over 15 characters,2026-01-25T19:59:45Z,2026-02-22T03:54:39Z,wojciech-graj,2
facontidavide/plotjuggler,1276,open,[BUG]: compiling plotjuggler error: no declaration matches,2026-01-22T13:48:45Z,,Basilisvirus,0
facontidavide/plotjuggler,1275,open,[BUG]: hang on exit,2026-01-21T23:06:04Z,,christianrauch,0
facontidavide/plotjuggler,1274,open,[Feature]: Align X-axis tick marks vertically across multiple PlotWidgets,2026-01-21T05:53:54Z,,hoflyon,1
facontidavide/plotjuggler,1273,closed,[Feature]: Add option to plot only points (dont connect dots),2026-01-20T16:51:53Z,2026-01-20T21:28:06Z,Basilisvirus,1
facontidavide/plotjuggler,1272,closed,[BUG]: Timestamp of position_setpoint_triplet parsed incorrectly,2026-01-19T07:47:19Z,2026-02-19T23:53:28Z,tstienstra,0
facontidavide/plotjuggler,1271,open,[BUG]: build PlotJuggler\3rdparty\Qt-Advanced-Docking Error,2026-01-16T07:43:24Z,,lichao252244354,0
facontidavide/plotjuggler,1270,closed,[Feature]: How to compile PlotJuggler from source in a Windows environment,2026-01-16T06:41:29Z,2026-04-16T09:04:54Z,lichao252244354,1
facontidavide/plotjuggler,1269,open,[BUG]: Apple x64 image is actually an arm64 image too,2026-01-16T02:22:24Z,,je-schindler,1
facontidavide/plotjuggler,1268,closed,[Feature]: Right click on Timeseries list copies the Datatype text,2026-01-15T10:03:15Z,2026-01-21T14:02:43Z,Basilisvirus,1
facontidavide/plotjuggler,1267,open,[Feature]: Highlight plots in timeseries that exist in (current) tabs,2026-01-14T19:11:02Z,,Basilisvirus,0
facontidavide/plotjuggler,1266,open,[Feature]: Add comments on the plot,2026-01-14T18:02:58Z,,Basilisvirus,0
facontidavide/plotjuggler,1264,open,[Feature]: Axes Titles/Descriptions,2026-01-13T15:00:02Z,,vinzukaz,0
facontidavide/plotjuggler,1262,open,[BUG]: ROS2 std_msgs/Header field treated differently while in custom msg vs. ROS built-in / standard msgs,2026-01-09T17:38:18Z,,kjkogut,3
facontidavide/plotjuggler,1261,open,[BUG]: ROS1 ROS_FATAL is displayed as INFO,2026-01-09T11:32:55Z,,RintoDeVries,1
facontidavide/plotjuggler,1257,closed,Button for autoscaling,2026-01-06T19:49:38Z,2026-01-06T20:26:59Z,AlexisAlexisM,6
facontidavide/plotjuggler,1255,closed,[BUG]: Line Styles Cannot be Changed Once Set,2026-01-06T00:43:01Z,2026-03-01T09:52:00Z,Bartimaeus-,1
facontidavide/plotjuggler,1253,open,[BUG]: UI inconsistencies on HiDPI displays,2026-01-04T13:07:24Z,,fwolter,3
facontidavide/plotjuggler,1252,closed,[BUG]: Conan compile instructions for Linux are wrong,2025-12-31T08:31:01Z,2026-01-06T19:19:38Z,Jofkos,0
facontidavide/plotjuggler,1251,open,[Feature]: ...option to disable conversion from UTC time to local time,2025-12-30T07:15:24Z,,Kazfyx,1
facontidavide/plotjuggler,1246,closed,Use consistent app ID and desktop entry,2025-12-26T11:37:20Z,2025-12-27T15:53:45Z,SammysHP,2
facontidavide/plotjuggler,1245,open,[Feature]: ...ULog How to observe the changes in the Parameter Message?,2025-12-25T14:00:18Z,,lujindong,0
ros-planning/navigation2,6100,closed,"[SMAC planner] always generates a path that hugs the wall when turning, making it impossible to move forward.",2026-04-21T08:23:24Z,2026-04-21T17:11:37Z,miku54,9
ros-planning/navigation2,6099,open,"Can DWB be tuned to penetrate deeper into the XY goal region before final rotation, without changing xy_goal_tolerance?",2026-04-21T07:09:31Z,,maartenkoks,1
ros-planning/navigation2,6096,closed,IsGoalNearby condition ignores frame parameters of  BT navigator,2026-04-20T12:15:28Z,2026-04-20T19:48:42Z,fabmene,1
ros-planning/navigation2,6095,open,Feature Request: Virtual Costmap Layer for Dynamic Zones,2026-04-17T12:10:09Z,,sherif1152,10
ros-planning/navigation2,6085,closed,Stack smash in AMCL,2026-04-14T09:15:55Z,2026-04-14T15:17:01Z,Hugal31,1
ros-planning/navigation2,6084,closed,ObstacleLayer marks spurious LETHAL cells due to cell-distance discretization mismatch after PR #5697,2026-04-14T02:58:33Z,2026-04-20T19:14:01Z,Cheny5863,2
ros-planning/navigation2,6082,open,GoalUpdated condition node cannot halt global recovery,2026-04-13T13:43:10Z,,polben,3
ros-planning/navigation2,6080,open,Feature: Add SurfaceConditionFilter costmap filter plugin,2026-04-11T03:00:42Z,,aki1770-del,5
ros-planning/navigation2,6079,open,Experiment with semgrep,2026-04-10T19:33:36Z,,tonynajjar,3
ros-planning/navigation2,6078,open,Add Claude.md,2026-04-10T19:31:38Z,,tonynajjar,1
ros-planning/navigation2,6075,open,Smac Planner No effect of reverse_penalty parameter during analytic expansions,2026-04-10T09:14:00Z,,remyrol,4
ros-planning/navigation2,6073,closed,[nav2_docking] `backward_projection` Direction Incorrect When `dock_backwards:=true`,2026-04-09T07:19:38Z,2026-04-13T10:27:11Z,swwdsy,3
ros-planning/navigation2,6067,closed,BT Navigator cannot find wait action server during bringup,2026-04-06T19:46:59Z,2026-04-07T18:43:51Z,mjimenezm00,9
ros-planning/navigation2,6065,open,[MPPI] Add model delay to represent physical latency,2026-04-05T14:22:56Z,,BriceRenaudeau,1
ros-planning/navigation2,6061,open,Investigate Bond overhead and reduce its CPU usage,2026-04-02T18:38:58Z,,SteveMacenski,3
ros-planning/navigation2,6057,closed,[IDEA] Implementing FollowPath as a Route Operation Plugin,2026-04-01T05:53:34Z,2026-04-02T02:38:59Z,NTques,4
ros-planning/navigation2,6056,closed,Navigation for humanoid robot,2026-03-31T19:41:19Z,2026-03-31T20:04:59Z,FranRFH,3
ros-planning/navigation2,6054,closed,ComputeAndTrackRoute blocks PipelineSequence,2026-03-31T05:48:02Z,2026-03-31T21:27:27Z,NTques,1
ros-planning/navigation2,6049,open,Evaluate the use of zero-copy access to BT blackboard,2026-03-27T10:23:15Z,,DylanDeCoeyer-Quimesis,6
ros-planning/navigation2,6048,closed,Shouldn't nav2_behaviors be a dependency of nav2_bt_navigator?,2026-03-26T14:35:01Z,2026-03-27T13:54:24Z,EGAlberts,2
ros-planning/navigation2,6045,closed,question about SimpleChargingDock external detection rotation,2026-03-21T18:51:36Z,2026-04-09T20:49:36Z,nikolaos-drosinos,2
ros-planning/navigation2,6042,closed,MPPI: Velocity constraint inconsistency: vx_min violated but no cost applied in ConstraintCritic,2026-03-19T05:08:35Z,2026-04-20T19:06:05Z,prajwalthakur,3
ros-planning/navigation2,6041,open,Lifecycle manager deadlock when shutting down during bringup and clean shutdown (humble),2026-03-18T09:55:19Z,,ninowegleitner,2
ros-planning/navigation2,6033,open,New FallbackToleranceGoalChecker?,2026-03-13T08:21:19Z,,tonynajjar,9
ros-planning/navigation2,6032,closed,[MPPI Controller] Feature request: Add plugins for control set generation and motion model selection,2026-03-13T08:02:40Z,2026-04-21T23:19:18Z,Alessio-Parmeggiani,10
ros-planning/navigation2,6031,closed,Robot will not drive forward despite the path's being clear,2026-03-13T07:52:19Z,2026-03-13T21:49:06Z,FWAiden,1
ros-planning/navigation2,6030,closed,bad_weak_ptr and Race Condition on ARM64,2026-03-13T06:53:19Z,2026-04-20T10:02:10Z,Xu1024,9
ros-planning/navigation2,6025,open,Support OSM Graph File Loader in nav2_route,2026-03-11T09:05:30Z,,RamanRobotics,5
ros-planning/navigation2,6024,closed,Dynamic Object Following in Humble,2026-03-11T07:49:42Z,2026-03-11T16:02:43Z,s-w3i,1
ros-planning/navigation2,6023,closed,DWPP dynamic window calculation: commanded velocity vs odom feedback,2026-03-11T07:09:38Z,2026-03-11T08:53:43Z,prajwalthakur,1
ros-planning/navigation2,6015,closed,Cannot compile nav2_route using clang,2026-03-06T02:31:08Z,2026-03-06T17:27:34Z,solonovamax,1
ros-planning/navigation2,6014,closed,Cannot compile MPPI controller using clang on Linux,2026-03-06T01:02:12Z,2026-03-06T17:27:31Z,solonovamax,1
ros-planning/navigation2,6013,closed,Data race in StaticLayer::updateCosts() (static_layer.cpp:463),2026-03-06T00:56:54Z,2026-03-06T17:43:15Z,Finder16,1
ros-planning/navigation2,6012,closed,Data race in ObstacleLayer::updateBounds() (obstacle_layer.cpp:438),2026-03-06T00:52:04Z,2026-03-06T17:43:12Z,Finder16,1
ros-planning/navigation2,6011,closed,Data race in InflationLayer::updateCosts() (inflation_layer.cpp:316),2026-03-06T00:45:12Z,2026-03-06T17:43:08Z,Finder16,1
ros-planning/navigation2,6010,closed,Data race in CostmapSubscriber::toCostmap2D(),2026-03-06T00:34:50Z,2026-03-06T17:43:06Z,Finder16,1
ros-planning/navigation2,6009,closed,Data race in CostmapSubscriber::costmapCallback() on costmap_received_,2026-03-06T00:26:37Z,2026-03-13T00:55:08Z,Finder16,9
ros-planning/navigation2,6003,closed,[Humble][macOS] Build Failure in nav2_mppi_controller on macOS (Apple Clang xtensor template ambiguity),2026-03-04T16:39:10Z,2026-03-11T16:10:49Z,idesign0,9
ros-planning/navigation2,6002,open,Design Overview: Operations Server,2026-03-04T15:35:19Z,,NOTMOVETON,10
ros-planning/navigation2,6001,closed,Allow specifying output directory for RewrittenYaml to support long-running respawning nodes,2026-03-04T14:48:29Z,2026-03-06T20:43:39Z,DylanDeCoeyer-Quimesis,1
repository,issue_number,issue_state
ros-planning/navigation2,6102,closed
ros-planning/navigation2,6100,closed
ros-planning/navigation2,6099,open
ros-planning/navigation2,6096,closed
ros-planning/navigation2,6095,open
ros-planning/navigation2,6085,closed
ros-planning/navigation2,6084,closed
ros-planning/navigation2,6082,open
ros-planning/navigation2,6080,open
ros-planning/navigation2,6079,open
ros-planning/navigation2,6078,open
ros-planning/navigation2,6075,open
ros-planning/navigation2,6073,closed
ros-planning/navigation2,6067,closed
ros-planning/navigation2,6065,open
ros-planning/navigation2,6061,open
ros-planning/navigation2,6057,closed
ros-planning/navigation2,6056,closed
ros-planning/navigation2,6054,closed
ros-planning/navigation2,6049,open
ros-planning/navigation2,6048,closed
ros-planning/navigation2,6045,closed
ros-planning/navigation2,6042,closed
ros-planning/navigation2,6041,open
ros-planning/navigation2,6033,open
ros-planning/navigation2,6032,closed
ros-planning/navigation2,6031,closed
ros-planning/navigation2,6030,closed
ros-planning/navigation2,6025,open
ros-planning/navigation2,6024,closed
ros-planning/navigation2,6023,closed
ros-planning/navigation2,6015,closed
ros-planning/navigation2,6014,closed
ros-planning/navigation2,6013,closed
ros-planning/navigation2,6012,closed
ros-planning/navigation2,6011,closed
ros-planning/navigation2,6010,closed
ros-planning/navigation2,6009,closed
ros-planning/navigation2,6003,closed
ros-planning/navigation2,6002,open
ros-planning/navigation2,6001,closed
ros-planning/navigation2,5999,closed
ros-planning/navigation2,5996,open
ros-planning/navigation2,5992,closed
ros-planning/navigation2,5989,closed
ros-planning/navigation2,5988,closed
ros-planning/navigation2,5982,closed
ros-planning/navigation2,5980,closed
ros-planning/navigation2,5979,open
ros-planning/navigation2,5978,closed
