repository,issue_number,issue_state,issue_title,issue_created_at,issue_closed_at,issue_author,issue_comments
Neargye/magic_enum,353,closed,error: declaration of ‘parent’ shadows a member of ‘magic_enum::containers::bitset<T>::reference_impl<magic_enum::containers::bitset<T>*>’ [-Werror=shadow],2024-05-25T09:13:04Z,2024-05-25T14:30:52Z,alex-tee,2
facontidavide/plotjuggler,1342,open,[BUG]: Sync Zoom when add a new plot,2026-04-21T15:22:31Z,,David-Carballo,0
facontidavide/plotjuggler,1341,open,Inconsistent file open dialog windows,2026-04-20T16:32:04Z,,Bartimaeus-,0
facontidavide/plotjuggler,1336,open,Documentation site?,2026-04-14T04:15:00Z,,Kheirlb,0
facontidavide/plotjuggler,1334,open,[BUG]: UI freezes when starting ROS2 Topic Subscriber in a massive topic environment,2026-04-13T09:17:25Z,,sh-park-rf,0
facontidavide/plotjuggler,1330,closed,problem with ECM during CC charge or discharge,2026-04-03T14:07:29Z,2026-04-04T03:23:13Z,cedros23,1
facontidavide/plotjuggler,1328,closed,[BUG]: Fails to build with Lua 5.5,2026-03-31T14:17:30Z,2026-04-21T22:43:44Z,oysstu,1
facontidavide/plotjuggler,1327,open,[Feature]: Allow specifying full URL for Foxglove and Plotjuggler bridge connections,2026-03-25T21:16:16Z,,kfabian,0
facontidavide/plotjuggler,1326,closed,[BUG]: Fields with colons interpreted as time and displayed as integer,2026-03-25T09:52:39Z,2026-04-16T09:47:38Z,maracuya-robotics,0
facontidavide/plotjuggler,1321,open,[Feature]: More flexibility when editing/filtering curves,2026-03-12T16:24:20Z,,Quick-Flash,0
facontidavide/plotjuggler,1315,open,[BUG]: Segmentation Fault causing crash while subscribing to AMCL Particle Markers,2026-03-09T06:51:00Z,,Pana1v,0
facontidavide/plotjuggler,1312,closed,[BUG]: New lua version breaks quat_to_yaw and quat_to_roll,2026-03-02T15:16:11Z,2026-04-21T22:43:45Z,TonyWelte,0
facontidavide/plotjuggler,1307,closed,[BUG]: Plot of CSV doesn't work if the first element of a column is written in scientific notation,2026-02-27T07:28:19Z,2026-03-01T20:56:45Z,SMorettini,1
facontidavide/plotjuggler,1291,closed,[BUG]: ... Time starts at 01:00:00.0 when applying an offset,2026-02-13T16:26:32Z,2026-04-16T09:47:39Z,joaobrittoneto,1
facontidavide/plotjuggler,1288,open,[Feature]: Duplicate tab,2026-02-12T17:22:59Z,,mcamurri,0
facontidavide/plotjuggler,1286,open,"[Feature]: State transition for any field like string, int or bool",2026-02-10T19:02:09Z,,SwarajZende0310,1
facontidavide/plotjuggler,1283,open,Snap version does not have ROS-O toolkit,2026-02-05T09:45:08Z,,Alex2099v1,3
facontidavide/plotjuggler,1279,closed,[BUG]: Values of string fields fail to display in timeseries list if over 15 characters,2026-01-25T19:59:45Z,2026-02-22T03:54:39Z,wojciech-graj,2
facontidavide/plotjuggler,1276,open,[BUG]: compiling plotjuggler error: no declaration matches,2026-01-22T13:48:45Z,,Basilisvirus,0
facontidavide/plotjuggler,1275,open,[BUG]: hang on exit,2026-01-21T23:06:04Z,,christianrauch,0
facontidavide/plotjuggler,1274,open,[Feature]: Align X-axis tick marks vertically across multiple PlotWidgets,2026-01-21T05:53:54Z,,hoflyon,1
facontidavide/plotjuggler,1273,closed,[Feature]: Add option to plot only points (dont connect dots),2026-01-20T16:51:53Z,2026-01-20T21:28:06Z,Basilisvirus,1
facontidavide/plotjuggler,1272,closed,[BUG]: Timestamp of position_setpoint_triplet parsed incorrectly,2026-01-19T07:47:19Z,2026-02-19T23:53:28Z,tstienstra,0
facontidavide/plotjuggler,1271,open,[BUG]: build PlotJuggler\3rdparty\Qt-Advanced-Docking Error,2026-01-16T07:43:24Z,,lichao252244354,0
facontidavide/plotjuggler,1270,closed,[Feature]: How to compile PlotJuggler from source in a Windows environment,2026-01-16T06:41:29Z,2026-04-16T09:04:54Z,lichao252244354,1
facontidavide/plotjuggler,1269,open,[BUG]: Apple x64 image is actually an arm64 image too,2026-01-16T02:22:24Z,,je-schindler,1
facontidavide/plotjuggler,1268,closed,[Feature]: Right click on Timeseries list copies the Datatype text,2026-01-15T10:03:15Z,2026-01-21T14:02:43Z,Basilisvirus,1
facontidavide/plotjuggler,1267,open,[Feature]: Highlight plots in timeseries that exist in (current) tabs,2026-01-14T19:11:02Z,,Basilisvirus,0
facontidavide/plotjuggler,1266,open,[Feature]: Add comments on the plot,2026-01-14T18:02:58Z,,Basilisvirus,0
facontidavide/plotjuggler,1264,open,[Feature]: Axes Titles/Descriptions,2026-01-13T15:00:02Z,,vinzukaz,0
facontidavide/plotjuggler,1262,open,[BUG]: ROS2 std_msgs/Header field treated differently while in custom msg vs. ROS built-in / standard msgs,2026-01-09T17:38:18Z,,kjkogut,3
facontidavide/plotjuggler,1261,open,[BUG]: ROS1 ROS_FATAL is displayed as INFO,2026-01-09T11:32:55Z,,RintoDeVries,1
facontidavide/plotjuggler,1257,closed,Button for autoscaling,2026-01-06T19:49:38Z,2026-01-06T20:26:59Z,AlexisAlexisM,6
facontidavide/plotjuggler,1255,closed,[BUG]: Line Styles Cannot be Changed Once Set,2026-01-06T00:43:01Z,2026-03-01T09:52:00Z,Bartimaeus-,1
facontidavide/plotjuggler,1253,open,[BUG]: UI inconsistencies on HiDPI displays,2026-01-04T13:07:24Z,,fwolter,3
facontidavide/plotjuggler,1252,closed,[BUG]: Conan compile instructions for Linux are wrong,2025-12-31T08:31:01Z,2026-01-06T19:19:38Z,Jofkos,0
facontidavide/plotjuggler,1251,open,[Feature]: ...option to disable conversion from UTC time to local time,2025-12-30T07:15:24Z,,Kazfyx,1
facontidavide/plotjuggler,1246,closed,Use consistent app ID and desktop entry,2025-12-26T11:37:20Z,2025-12-27T15:53:45Z,SammysHP,2
facontidavide/plotjuggler,1245,open,[Feature]: ...ULog How to observe the changes in the Parameter Message?,2025-12-25T14:00:18Z,,lujindong,0
ros-planning/navigation2,6100,closed,"[SMAC planner] always generates a path that hugs the wall when turning, making it impossible to move forward.",2026-04-21T08:23:24Z,2026-04-21T17:11:37Z,miku54,9
ros-planning/navigation2,6099,open,"Can DWB be tuned to penetrate deeper into the XY goal region before final rotation, without changing xy_goal_tolerance?",2026-04-21T07:09:31Z,,maartenkoks,1
ros-planning/navigation2,6096,closed,IsGoalNearby condition ignores frame parameters of  BT navigator,2026-04-20T12:15:28Z,2026-04-20T19:48:42Z,fabmene,1
ros-planning/navigation2,6095,open,Feature Request: Virtual Costmap Layer for Dynamic Zones,2026-04-17T12:10:09Z,,sherif1152,10
ros-planning/navigation2,6085,closed,Stack smash in AMCL,2026-04-14T09:15:55Z,2026-04-14T15:17:01Z,Hugal31,1
ros-planning/navigation2,6084,closed,ObstacleLayer marks spurious LETHAL cells due to cell-distance discretization mismatch after PR #5697,2026-04-14T02:58:33Z,2026-04-20T19:14:01Z,Cheny5863,2
ros-planning/navigation2,6082,open,GoalUpdated condition node cannot halt global recovery,2026-04-13T13:43:10Z,,polben,3
ros-planning/navigation2,6080,open,Feature: Add SurfaceConditionFilter costmap filter plugin,2026-04-11T03:00:42Z,,aki1770-del,5
ros-planning/navigation2,6079,open,Experiment with semgrep,2026-04-10T19:33:36Z,,tonynajjar,3
ros-planning/navigation2,6078,open,Add Claude.md,2026-04-10T19:31:38Z,,tonynajjar,1
ros-planning/navigation2,6075,open,Smac Planner No effect of reverse_penalty parameter during analytic expansions,2026-04-10T09:14:00Z,,remyrol,4
ros-planning/navigation2,6073,closed,[nav2_docking] `backward_projection` Direction Incorrect When `dock_backwards:=true`,2026-04-09T07:19:38Z,2026-04-13T10:27:11Z,swwdsy,3
ros-planning/navigation2,6067,closed,BT Navigator cannot find wait action server during bringup,2026-04-06T19:46:59Z,2026-04-07T18:43:51Z,mjimenezm00,9
ros-planning/navigation2,6065,open,[MPPI] Add model delay to represent physical latency,2026-04-05T14:22:56Z,,BriceRenaudeau,1
ros-planning/navigation2,6061,open,Investigate Bond overhead and reduce its CPU usage,2026-04-02T18:38:58Z,,SteveMacenski,3
ros-planning/navigation2,6057,closed,[IDEA] Implementing FollowPath as a Route Operation Plugin,2026-04-01T05:53:34Z,2026-04-02T02:38:59Z,NTques,4
ros-planning/navigation2,6056,closed,Navigation for humanoid robot,2026-03-31T19:41:19Z,2026-03-31T20:04:59Z,FranRFH,3
ros-planning/navigation2,6054,closed,ComputeAndTrackRoute blocks PipelineSequence,2026-03-31T05:48:02Z,2026-03-31T21:27:27Z,NTques,1
ros-planning/navigation2,6049,open,Evaluate the use of zero-copy access to BT blackboard,2026-03-27T10:23:15Z,,DylanDeCoeyer-Quimesis,6
ros-planning/navigation2,6048,closed,Shouldn't nav2_behaviors be a dependency of nav2_bt_navigator?,2026-03-26T14:35:01Z,2026-03-27T13:54:24Z,EGAlberts,2
ros-planning/navigation2,6045,closed,question about SimpleChargingDock external detection rotation,2026-03-21T18:51:36Z,2026-04-09T20:49:36Z,nikolaos-drosinos,2
ros-planning/navigation2,6042,closed,MPPI: Velocity constraint inconsistency: vx_min violated but no cost applied in ConstraintCritic,2026-03-19T05:08:35Z,2026-04-20T19:06:05Z,prajwalthakur,3
ros-planning/navigation2,6041,open,Lifecycle manager deadlock when shutting down during bringup and clean shutdown (humble),2026-03-18T09:55:19Z,,ninowegleitner,2
ros-planning/navigation2,6033,open,New FallbackToleranceGoalChecker?,2026-03-13T08:21:19Z,,tonynajjar,9
ros-planning/navigation2,6032,closed,[MPPI Controller] Feature request: Add plugins for control set generation and motion model selection,2026-03-13T08:02:40Z,2026-04-21T23:19:18Z,Alessio-Parmeggiani,10
ros-planning/navigation2,6031,closed,Robot will not drive forward despite the path's being clear,2026-03-13T07:52:19Z,2026-03-13T21:49:06Z,FWAiden,1
ros-planning/navigation2,6030,closed,bad_weak_ptr and Race Condition on ARM64,2026-03-13T06:53:19Z,2026-04-20T10:02:10Z,Xu1024,9
ros-planning/navigation2,6025,open,Support OSM Graph File Loader in nav2_route,2026-03-11T09:05:30Z,,RamanRobotics,5
ros-planning/navigation2,6024,closed,Dynamic Object Following in Humble,2026-03-11T07:49:42Z,2026-03-11T16:02:43Z,s-w3i,1
ros-planning/navigation2,6023,closed,DWPP dynamic window calculation: commanded velocity vs odom feedback,2026-03-11T07:09:38Z,2026-03-11T08:53:43Z,prajwalthakur,1
ros-planning/navigation2,6015,closed,Cannot compile nav2_route using clang,2026-03-06T02:31:08Z,2026-03-06T17:27:34Z,solonovamax,1
ros-planning/navigation2,6014,closed,Cannot compile MPPI controller using clang on Linux,2026-03-06T01:02:12Z,2026-03-06T17:27:31Z,solonovamax,1
ros-planning/navigation2,6013,closed,Data race in StaticLayer::updateCosts() (static_layer.cpp:463),2026-03-06T00:56:54Z,2026-03-06T17:43:15Z,Finder16,1
ros-planning/navigation2,6012,closed,Data race in ObstacleLayer::updateBounds() (obstacle_layer.cpp:438),2026-03-06T00:52:04Z,2026-03-06T17:43:12Z,Finder16,1
ros-planning/navigation2,6011,closed,Data race in InflationLayer::updateCosts() (inflation_layer.cpp:316),2026-03-06T00:45:12Z,2026-03-06T17:43:08Z,Finder16,1
ros-planning/navigation2,6010,closed,Data race in CostmapSubscriber::toCostmap2D(),2026-03-06T00:34:50Z,2026-03-06T17:43:06Z,Finder16,1
ros-planning/navigation2,6009,closed,Data race in CostmapSubscriber::costmapCallback() on costmap_received_,2026-03-06T00:26:37Z,2026-03-13T00:55:08Z,Finder16,9
ros-planning/navigation2,6003,closed,[Humble][macOS] Build Failure in nav2_mppi_controller on macOS (Apple Clang xtensor template ambiguity),2026-03-04T16:39:10Z,2026-03-11T16:10:49Z,idesign0,9
ros-planning/navigation2,6002,open,Design Overview: Operations Server,2026-03-04T15:35:19Z,,NOTMOVETON,10
ros-planning/navigation2,6001,closed,Allow specifying output directory for RewrittenYaml to support long-running respawning nodes,2026-03-04T14:48:29Z,2026-03-06T20:43:39Z,DylanDeCoeyer-Quimesis,1
repository,issue_number,issue_state
ros-planning/navigation2,6102,closed
ros-planning/navigation2,6100,closed
ros-planning/navigation2,6099,open
ros-planning/navigation2,6096,closed
ros-planning/navigation2,6095,open
ros-planning/navigation2,6085,closed
ros-planning/navigation2,6084,closed
ros-planning/navigation2,6082,open
ros-planning/navigation2,6080,open
ros-planning/navigation2,6079,open
ros-planning/navigation2,6078,open
ros-planning/navigation2,6075,open
ros-planning/navigation2,6073,closed
ros-planning/navigation2,6067,closed
ros-planning/navigation2,6065,open
ros-planning/navigation2,6061,open
ros-planning/navigation2,6057,closed
ros-planning/navigation2,6056,closed
ros-planning/navigation2,6054,closed
ros-planning/navigation2,6049,open
ros-planning/navigation2,6048,closed
ros-planning/navigation2,6045,closed
ros-planning/navigation2,6042,closed
ros-planning/navigation2,6041,open
ros-planning/navigation2,6033,open
ros-planning/navigation2,6032,closed
ros-planning/navigation2,6031,closed
ros-planning/navigation2,6030,closed
ros-planning/navigation2,6025,open
ros-planning/navigation2,6024,closed
ros-planning/navigation2,6023,closed
ros-planning/navigation2,6015,closed
ros-planning/navigation2,6014,closed
ros-planning/navigation2,6013,closed
ros-planning/navigation2,6012,closed
ros-planning/navigation2,6011,closed
ros-planning/navigation2,6010,closed
ros-planning/navigation2,6009,closed
ros-planning/navigation2,6003,closed
ros-planning/navigation2,6002,open
ros-planning/navigation2,6001,closed
ros-planning/navigation2,5999,closed
ros-planning/navigation2,5996,open
ros-planning/navigation2,5992,closed
ros-planning/navigation2,5989,closed
ros-planning/navigation2,5988,closed
ros-planning/navigation2,5982,closed
ros-planning/navigation2,5980,closed
ros-planning/navigation2,5979,open
ros-planning/navigation2,5978,closed
ros-planning/navigation2,5977,closed
ros-planning/navigation2,5973,closed
ros-planning/navigation2,5972,closed
ros-planning/navigation2,5967,closed
ros-planning/navigation2,5960,closed
ros-planning/navigation2,5958,closed
ros-planning/navigation2,5956,closed
ros-planning/navigation2,5955,closed
ros-planning/navigation2,5952,open
ros-planning/navigation2,5948,closed
ros-planning/navigation2,5946,open
ros-planning/navigation2,5945,closed
ros-planning/navigation2,5944,closed
ros-planning/navigation2,5943,closed
ros-planning/navigation2,5941,open
ros-planning/navigation2,5930,closed
ros-planning/navigation2,5929,closed
ros-planning/navigation2,5928,closed
ros-planning/navigation2,5926,closed
ros-planning/navigation2,5925,open
ros-planning/navigation2,5924,closed
ros-planning/navigation2,5923,closed
ros-planning/navigation2,5917,open
ros-planning/navigation2,5911,closed
ros-planning/navigation2,5901,closed
ros-planning/navigation2,5892,closed
ros-planning/navigation2,5888,closed
ros-planning/navigation2,5886,closed
ros-planning/navigation2,5884,closed
ros-planning/navigation2,5883,closed
ros-planning/navigation2,5877,closed
ros-planning/navigation2,5872,closed
ros-planning/navigation2,5863,open
ros-planning/navigation2,5859,closed
ros-planning/navigation2,5857,closed
ros-planning/navigation2,5850,closed
ros-planning/navigation2,5844,closed
ros-planning/navigation2,5838,closed
ros-planning/navigation2,5830,open
ros-planning/navigation2,5826,closed
ros-planning/navigation2,5819,closed
ros-planning/navigation2,5817,closed
ros-planning/navigation2,5814,closed
ros-planning/navigation2,5812,closed
ros-planning/navigation2,5811,closed
ros-planning/navigation2,5808,closed
ros-planning/navigation2,5806,closed
ros-planning/navigation2,5805,closed
ros-planning/navigation2,5803,closed
ros-planning/navigation2,5801,closed
ros-planning/navigation2,5800,closed
ros-planning/navigation2,5799,closed
ros-planning/navigation2,5790,closed
ros-planning/navigation2,5789,open
ros-planning/navigation2,5788,closed
ros-planning/navigation2,5787,closed
ros-planning/navigation2,5785,closed
ros-planning/navigation2,5784,closed
ros-planning/navigation2,5770,open
ros-planning/navigation2,5765,closed
ros-planning/navigation2,5763,closed
ros-planning/navigation2,5761,closed
ros-planning/navigation2,5758,closed
ros-planning/navigation2,5754,closed
ros-planning/navigation2,5751,closed
ros-planning/navigation2,5745,closed
ros-planning/navigation2,5743,closed
ros-planning/navigation2,5740,closed
ros-planning/navigation2,5739,closed
ros-planning/navigation2,5726,closed
ros-planning/navigation2,5725,closed
ros-planning/navigation2,5721,closed
ros-planning/navigation2,5719,closed
ros-planning/navigation2,5718,closed
ros-planning/navigation2,5716,closed
ros-planning/navigation2,5714,closed
ros-planning/navigation2,5712,closed
ros-planning/navigation2,5710,closed
ros-planning/navigation2,5709,closed
ros-planning/navigation2,5706,closed
ros-planning/navigation2,5705,closed
ros-planning/navigation2,5703,closed
ros-planning/navigation2,5696,open
ros-planning/navigation2,5694,closed
ros-planning/navigation2,5693,closed
ros-planning/navigation2,5690,closed
ros-planning/navigation2,5685,closed
ros-planning/navigation2,5682,closed
ros-planning/navigation2,5680,closed
ros-planning/navigation2,5678,closed
ros-planning/navigation2,5676,closed
ros-planning/navigation2,5673,closed
ros-planning/navigation2,5671,closed
ros-planning/navigation2,5668,closed
ros-planning/navigation2,5666,closed
ros-planning/navigation2,5663,closed
ros-planning/navigation2,5662,closed
ros-planning/navigation2,5661,closed
ros-planning/navigation2,5660,closed
ros-planning/navigation2,5656,closed
ros-planning/navigation2,5652,closed
ros-planning/navigation2,5651,closed
ros-planning/navigation2,5647,closed
ros-planning/navigation2,5645,closed
ros-planning/navigation2,5644,closed
ros-planning/navigation2,5638,closed
ros-planning/navigation2,5634,closed
ros-planning/navigation2,5633,closed
ros-planning/navigation2,5632,closed
ros-planning/navigation2,5626,closed
ros-planning/navigation2,5625,closed
ros-planning/navigation2,5619,closed
ros-planning/navigation2,5618,closed
ros-planning/navigation2,5612,closed
ros-planning/navigation2,5611,closed
ros-planning/navigation2,5610,closed
ros-planning/navigation2,5609,closed
ros-planning/navigation2,5601,closed
ros-planning/navigation2,5596,closed
ros-planning/navigation2,5595,closed
ros-planning/navigation2,5590,closed
ros-planning/navigation2,5587,closed
ros-planning/navigation2,5585,closed
ros-planning/navigation2,5584,closed
ros-planning/navigation2,5582,closed
ros-planning/navigation2,5581,closed
ros-planning/navigation2,5580,closed
ros-planning/navigation2,5579,closed
ros-planning/navigation2,5577,closed
ros-planning/navigation2,5574,closed
ros-planning/navigation2,5573,closed
ros-planning/navigation2,5570,closed
ros-planning/navigation2,5567,closed
ros-planning/navigation2,5566,closed
ros-planning/navigation2,5560,closed
ros-planning/navigation2,5558,closed
ros-planning/navigation2,5557,closed
ros-planning/navigation2,5551,closed
ros-planning/navigation2,5550,closed
ros-planning/navigation2,5549,closed
ros-planning/navigation2,5546,closed
ros-planning/navigation2,5544,closed
ros-planning/navigation2,5538,closed
ros-planning/navigation2,5536,open
ros-planning/navigation2,5535,closed
ros-planning/navigation2,5531,closed
ros-planning/navigation2,5528,closed
ros-planning/navigation2,5526,closed
ros-planning/navigation2,5525,closed
ros-planning/navigation2,5524,closed
ros-planning/navigation2,5523,closed
ros-planning/navigation2,5522,closed
ros-planning/navigation2,5519,closed
ros-planning/navigation2,5515,closed
ros-planning/navigation2,5512,closed
ros-planning/navigation2,5509,closed
ros-planning/navigation2,5508,closed
ros-planning/navigation2,5503,closed
ros-planning/navigation2,5502,closed
ros-planning/navigation2,5498,closed
ros-planning/navigation2,5486,closed
ros-planning/navigation2,5484,closed
ros-planning/navigation2,5483,closed
ros-planning/navigation2,5482,closed
ros-planning/navigation2,5481,closed
ros-planning/navigation2,5480,closed
ros-planning/navigation2,5476,closed
ros-planning/navigation2,5472,closed
ros-planning/navigation2,5470,closed
ros-planning/navigation2,5465,closed
ros-planning/navigation2,5464,closed
ros-planning/navigation2,5463,closed
ros-planning/navigation2,5461,closed
ros-planning/navigation2,5456,closed
ros-planning/navigation2,5454,closed
ros-planning/navigation2,5451,closed
ros-planning/navigation2,5450,closed
ros-planning/navigation2,5449,closed
ros-planning/navigation2,5447,closed
ros-planning/navigation2,5444,closed
ros-planning/navigation2,5442,closed
ros-planning/navigation2,5437,closed
ros-planning/navigation2,5434,closed
ros-planning/navigation2,5425,closed
ros-planning/navigation2,5424,closed
ros-planning/navigation2,5422,closed
ros-planning/navigation2,5421,closed
ros-planning/navigation2,5419,closed
ros-planning/navigation2,5417,closed
ros-planning/navigation2,5415,closed
ros-planning/navigation2,5412,closed
ros-planning/navigation2,5411,closed
ros-planning/navigation2,5410,closed
ros-planning/navigation2,5408,closed
ros-planning/navigation2,5407,closed
ros-planning/navigation2,5403,closed
ros-planning/navigation2,5397,closed
ros-planning/navigation2,5386,closed
ros-planning/navigation2,5380,open
ros-planning/navigation2,5379,open
ros-planning/navigation2,5377,closed
ros-planning/navigation2,5376,closed
ros-planning/navigation2,5375,closed
ros-planning/navigation2,5374,closed
ros-planning/navigation2,5373,closed
ros-planning/navigation2,5368,closed
ros-planning/navigation2,5365,closed
ros-planning/navigation2,5358,closed
ros-planning/navigation2,5356,closed
ros-planning/navigation2,5354,closed
ros-planning/navigation2,5351,closed
ros-planning/navigation2,5350,closed
ros-planning/navigation2,5338,closed
ros-planning/navigation2,5335,closed
ros-planning/navigation2,5334,open
ros-planning/navigation2,5330,open
ros-planning/navigation2,5329,open
ros-planning/navigation2,5328,closed
ros-planning/navigation2,5324,closed
ros-planning/navigation2,5323,closed
ros-planning/navigation2,5320,closed
ros-planning/navigation2,5317,closed
ros-planning/navigation2,5316,closed
ros-planning/navigation2,5315,closed
ros-planning/navigation2,5306,closed
ros-planning/navigation2,5305,closed
ros-planning/navigation2,5304,closed
ros-planning/navigation2,5303,closed
ros-planning/navigation2,5299,closed
ros-planning/navigation2,5298,open
ros-planning/navigation2,5297,closed
ros-planning/navigation2,5296,closed
ros-planning/navigation2,5295,closed
ros-planning/navigation2,5290,closed
ros-planning/navigation2,5289,closed
ros-planning/navigation2,5287,closed
ros-planning/navigation2,5275,closed
ros-planning/navigation2,5274,open
ros-planning/navigation2,5273,closed
ros-planning/navigation2,5267,closed
